subject,window,window_index,window_sec,status,status_name,phase,t_start_sec,t_end_sec,major_ratio,subject_total_duration_sec,task4_duration_sec,n_ibi,ibi_pass_ratio,valid_ibi_count,ibi_mean_sec,ibi_std_sec,RMSSD,SDNN,LF,HF,LF_HF
subject_25,window38,38,60,0,normal,Rest5,2260.59375,2320.59375,1.0,2500.59375,580.59375,47,1.0,47,0.8058510638297872,0.06019215483920986,0.061902716673194066,0.06019215483920986,0.0009738609202402457,0.00025788672377269274,3.776312739149104
subject_25,window39,39,60,1,stress,Task5,2320.59375,2380.59375,1.0,2500.59375,580.59375,51,1.0,51,0.7892156862745098,0.05632590781510488,0.04122158111960287,0.05632590781510488,0.0010313894824113372,0.00031906032295211804,3.2325845873544097
subject_25,window40,40,60,0,normal,Rest6,2380.59375,2440.59375,1.0,2500.59375,580.59375,63,1.0,63,0.8516865079365079,0.06136576310497805,0.04042483254997537,0.06136576310497805,0.0009618148030660573,0.0003604629596006432,2.6682763858224203
subject_25,window41,41,60,0,normal,Rest6,2440.59375,2500.59375,1.0,2500.59375,580.59375,65,1.0,65,0.7771634615384615,0.08090147712791955,0.036643873123620545,0.08090147712791955,0.0017132918886540807,0.0003361971410291321,5.096092975120276
subject_26,window1,1,60,0,normal,Rest1,0.0,60.0,1.0,2655.453125,735.453125,4,1.0,3,0.796875,0.09631896879639025,0.17849468216868536,0.09631896879639025,,,
subject_26,window2,2,60,0,normal,Rest1,60.0,120.0,1.0,2655.453125,735.453125,13,1.0,13,0.6646634615384616,0.052583276091892686,0.06765823467065928,0.052583276091892686,0.0007940269508603519,7.380728104401286e-05,10.75811138994345
subject_26,window3,3,60,0,normal,Rest1,120.0,180.0,1.0,2655.453125,735.453125,27,1.0,27,0.640625,0.05560978256266308,0.09690213639781911,0.05560978256266308,5.5096285601184035e-05,0.00020469736520249433,0.26915972048140785
subject_26,window4,4,60,1,stress,Task1,180.0,240.0,1.0,2655.453125,735.453125,15,1.0,15,0.6416666666666667,0.0747100878210046,0.08709648667467264,0.0747100878210046,0.0013847367833778896,0.0003568743182378693,3.880180535868411
subject_26,window5,5,60,1,stress,Task1,240.0,300.0,1.0,2655.453125,735.453125,1,,0,,,,,,,
subject_26,window6,6,60,1,stress,Task1,300.0,360.0,1.0,2655.453125,735.453125,2,1.0,2,0.6328125,0.0546875,0.109375,0.0546875,,,
subject_26,window7,7,60,1,stress,Task1,360.0,420.0,1.0,2655.453125,735.453125,11,1.0,11,0.6477272727272727,0.016807044838351184,0.029231698334171417,0.016807044838351184,1.2287194259769774e-05,1.1638514496898598e-07,105.57356149742336
subject_26,window8,8,60,1,stress,Task1,420.0,480.0,1.0,2655.453125,735.453125,9,1.0,9,0.65625,0.02551551815399144,0.04243273629375084,0.02551551815399144,,3.119361419849864e-05,
subject_26,window9,9,60,1,stress,Task1,480.0,540.0,1.0,2655.453125,735.453125,0,,0,,,,,,,
subject_26,window10,10,60,1,stress,Task1,540.0,600.0,1.0,2655.453125,735.453125,7,1.0,6,0.6276041666666666,0.024567659198064074,0.04990224819584785,0.024567659198064074,,7.476280245340846e-05,
subject_26,window11,11,60,1,stress,Task1,600.0,660.0,1.0,2655.453125,735.453125,24,1.0,24,0.66796875,0.04355658511374409,0.07175083793632808,0.04355658511374409,0.0010013773103012588,0.0002450773696221359,4.085964003307192
subject_26,window12,12,60,1,stress,Task1,660.0,720.0,1.0,2655.453125,735.453125,8,1.0,8,0.623046875,0.043804026351573835,0.05380344104104442,0.043804026351573835,5.1052545946396955e-05,7.593436483453141e-07,67.23246590347541
subject_26,window13,13,60,1,stress,Task1,720.0,780.0,1.0,2655.453125,735.453125,7,1.0,7,0.6540178571428571,0.00998244632812406,0.016876928902103804,0.00998244632812406,0.0,3.359451565224692e-06,0.0
subject_26,window14,14,60,0,normal,Rest2,780.0,840.0,1.0,2655.453125,735.453125,67,1.0,67,0.7164179104477612,0.024779480334215478,0.02226385974528172,0.024779480334215478,4.195068696531246e-05,8.183145226980067e-05,0.5126474699116891
subject_26,window15,15,60,0,normal,Rest2,840.0,900.0,1.0,2655.453125,735.453125,81,1.0,81,0.7380401234567902,0.02306763260629128,0.02488989425324061,0.02306763260629128,6.753751696186326e-05,2.7440430609964083e-05,2.461241148939523
subject_26,window16,16,60,1,stress,Task2,900.0,960.0,1.0,2655.453125,735.453125,19,1.0,19,0.7360197368421053,0.02083693990019725,0.03210632293213009,0.02083693990019725,0.0,3.7737032624468605e-05,0.0
subject_26,window17,17,60,1,stress,Task2,960.0,1020.0,1.0,2655.453125,735.453125,1,,0,,,,,,,
subject_26,window18,18,60,1,stress,Task2,1020.0,1080.0,1.0,2655.453125,735.453125,6,1.0,6,0.65625,0.018042195912175804,0.024206145913796356,0.018042195912175804,,0.0,
subject_26,window19,19,60,1,stress,Task2,1080.0,1140.0,1.0,2655.453125,735.453125,0,,0,,,,,,,
subject_26,window20,20,60,1,stress,Task2,1140.0,1200.0,1.0,2655.453125,735.453125,33,1.0,33,0.6609848484848485,0.016979565413864688,0.020484547815823272,0.016979565413864688,2.490183637646776e-05,8.192532038135392e-05,0.3039577539709613
subject_26,window21,21,60,0,normal,Rest3,1200.0,1260.0,1.0,2655.453125,735.453125,13,1.0,13,0.7067307692307693,0.040723736408888024,0.05002440810494413,0.040723736408888024,0.00011569676735578942,2.5528446503939e-05,4.532072381996985
subject_26,window22,22,60,0,normal,Rest3,1260.0,1320.0,1.0,2655.453125,735.453125,74,1.0,74,0.6410472972972973,0.041337707241605647,0.021638273897431698,0.041337707241605647,0.00016540920331474694,1.9974315526122047e-05,8.281094944075946
subject_26,window23,23,60,1,stress,Task3,1320.0,1380.0,1.0,2655.453125,735.453125,32,1.0,32,0.7216796875,0.04030021539445967,0.06521328221627366,0.04030021539445967,0.00016957064947620143,5.0370227209107276e-05,3.3664856974387822
subject_26,window24,24,60,1,stress,Task3,1380.0,1440.0,1.0,2655.453125,735.453125,53,1.0,53,0.6220518867924528,0.0569512599561323,0.03612773645478158,0.0569512599561323,0.00045370025644159693,8.390312062438524e-05,5.407430058206148
subject_26,window25,25,60,1,stress,Task3,1440.0,1500.0,1.0,2655.453125,735.453125,24,1.0,24,0.6608072916666666,0.04930324399779995,0.05461466422961001,0.04930324399779995,0.00011495992284724473,8.648882717800072e-06,13.291881344471037
subject_26,window26,26,60,0,normal,Rest4,1500.0,1560.0,1.0,2655.453125,735.453125,35,1.0,35,0.6723214285714286,0.03068364335257068,0.036545763514836474,0.03068364335257068,0.0007131527625037998,9.76903553758859e-05,7.300134795904693
subject_26,window27,27,60,0,normal,Rest4,1560.0,1620.0,1.0,2655.453125,735.453125,28,1.0,28,0.68359375,0.040190195491140265,0.03682847818679935,0.040190195491140265,0.00030009425991358007,4.541951592797234e-05,6.607165527467944
subject_26,window28,28,60,1,stress,Task4,1620.0,1680.0,1.0,2655.453125,735.453125,44,1.0,44,0.6949573863636364,0.03485725704551474,0.023346480238675887,0.03485725704551474,0.00010789982357127829,5.599728470644794e-05,1.926875992950671
subject_26,window29,29,60,1,stress,Task4,1680.0,1740.0,1.0,2655.453125,735.453125,23,1.0,23,0.6311141304347826,0.022917293197599185,0.018844459036110227,0.022917293197599185,0.0002661855794270375,3.526247892492793e-05,7.548691627543639
subject_26,window30,30,60,1,stress,Task4,1740.0,1800.0,1.0,2655.453125,735.453125,28,1.0,28,0.6651785714285714,0.04079389929128809,0.03334960540329609,0.04079389929128809,0.000611085439263417,6.894858860563394e-05,8.862914406539192
subject_26,window31,31,60,1,stress,Task4,1800.0,1860.0,1.0,2655.453125,735.453125,7,1.0,7,0.6964285714285714,0.031090152404428837,0.038273277230987154,0.031090152404428837,,0.0,
subject_26,window32,32,60,1,stress,Task4,1860.0,1920.0,1.0,2655.453125,735.453125,22,1.0,22,0.6882102272727273,0.043810143503668006,0.0316198353584461,0.043810143503668006,0.00012586296208073628,2.8081850002949555e-05,4.4820039302081724
subject_26,window33,33,60,1,stress,Task4,1920.0,1980.0,1.0,2655.453125,735.453125,44,1.0,44,0.6814630681818182,0.05506322927714255,0.03675989623122231,0.05506322927714255,0.0019180377497133147,0.00011842511733732828,16.1962072982362
subject_26,window34,34,60,1,stress,Task4,1980.0,2040.0,1.0,2655.453125,735.453125,62,1.0,62,0.6917842741935484,0.04543914404086803,0.02822160095114913,0.04543914404086803,0.0009092106593927835,0.0001525589708242157,5.959732518387337
subject_26,window35,35,60,1,stress,Task4,2040.0,2100.0,1.0,2655.453125,735.453125,29,1.0,29,0.6610991379310345,0.03460041887500501,0.02248821616027889,0.03460041887500501,0.0003956769758190193,9.749161859475529e-05,4.0585742807669964
subject_26,window36,36,60,1,stress,Task4,2100.0,2160.0,1.0,2655.453125,735.453125,64,1.0,64,0.68359375,0.037057941330098196,0.027063293868263706,0.037057941330098196,0.0004413179221399556,0.0003156175292176073,1.3982680975735102
subject_26,window37,37,60,1,stress,Task4,2160.0,2220.0,1.0,2655.453125,735.453125,79,1.0,79,0.6876977848101266,0.03855434274859939,0.03135000025559236,0.03855434274859939,0.00025664581043121867,0.0001373848135326881,1.8680799124144438
subject_26,window38,38,60,1,stress,Task4,2220.0,2280.0,1.0,2655.453125,735.453125,76,1.0,76,0.6942845394736842,0.039376658270658664,0.03227486121839514,0.039376658270658664,0.0005349340520955844,0.00014148958635378425,3.78073090664087
subject_26,window39,39,60,1,stress,Task4,2280.0,2340.0,1.0,2655.453125,735.453125,27,1.0,27,0.7054398148148148,0.0400519825763849,0.03199238378414943,0.0400519825763849,0.0001631164868417306,3.6143436751047074e-05,4.5130320053752255
subject_26,window40,40,60,0,normal,Rest5,2355.453125,2415.453125,1.0,2655.453125,735.453125,26,1.0,25,0.63625,0.08010247343247275,0.07321831208077889,0.08010247343247275,0.0014801593049199916,0.00022214178947185768,6.6631285740475565
subject_26,window41,41,60,0,normal,Rest5,2415.453125,2475.453125,1.0,2655.453125,735.453125,74,1.0,74,0.6771537162162162,0.02697501461639274,0.019865504537965935,0.02697501461639274,0.000570431079850645,3.058690658943668e-05,18.64951848539158
subject_26,window42,42,60,1,stress,Task5,2475.453125,2535.453125,1.0,2655.453125,735.453125,4,1.0,4,0.6640625,0.04621937330546575,0.07654655446197431,0.04621937330546575,5.665651235285381e-07,5.585209757559104e-10,1014.4025884824481
subject_26,window43,43,60,0,normal,Rest6,2535.453125,2595.453125,1.0,2655.453125,735.453125,62,1.0,62,0.7406754032258065,0.025483553951810345,0.02764851384112627,0.025483553951810345,0.00016406258875748377,2.1031961418548264e-05,7.800631880809537
subject_26,window44,44,60,0,normal,Rest6,2595.453125,2655.453125,1.0,2655.453125,735.453125,45,1.0,45,0.6697916666666667,0.024340253011558174,0.034053897996411515,0.024340253011558174,9.28402229715653e-05,6.150228807929244e-05,1.5095409597098257
subject_27,window1,1,60,0,normal,Rest1,0.0,60.0,1.0,2101.328125,181.328125,8,1.0,8,0.677734375,0.09075203246475737,0.11095793322889794,0.09075203246475737,0.0002499798081394661,8.074763382428728e-06,30.95815893298376
subject_27,window2,2,60,0,normal,Rest1,60.0,120.0,1.0,2101.328125,181.328125,3,1.0,3,0.5677083333333334,0.07026425814183355,0.11103648752774918,0.07026425814183355,0.0002711252037934844,2.1228684870009958e-07,1277.1643907932637
subject_27,window3,3,60,0,normal,Rest1,120.0,180.0,1.0,2101.328125,181.328125,1,,0,,,,,,,
subject_27,window4,4,60,1,stress,Task1,180.0,240.0,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window5,5,60,1,stress,Task1,240.0,300.0,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window6,6,60,1,stress,Task1,300.0,360.0,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window7,7,60,1,stress,Task1,360.0,420.0,1.0,2101.328125,181.328125,5,1.0,4,0.59765625,0.01295556558732578,0.01275775907699572,0.01295556558732578,,,
subject_27,window8,8,60,1,stress,Task1,420.0,480.0,1.0,2101.328125,181.328125,12,1.0,12,0.6901041666666666,0.047235305070877746,0.035568136436218506,0.047235305070877746,0.00015259866443458338,9.067108080422112e-05,1.6829915677753704
subject_27,window9,9,60,1,stress,Task1,480.0,540.0,1.0,2101.328125,181.328125,6,1.0,6,0.6848958333333334,0.09607222263383708,0.16843141222764832,0.09607222263383708,0.00028416432691594706,2.7613732705146235e-06,102.90688692839731
subject_27,window10,10,60,1,stress,Task1,540.0,600.0,1.0,2101.328125,181.328125,4,1.0,4,0.64453125,0.05108084699461727,0.05487319662944135,0.05108084699461727,5.098095411664935e-06,2.3853511425280204e-08,213.72515437127296
subject_27,window11,11,60,1,stress,Task1,600.0,660.0,1.0,2101.328125,181.328125,17,1.0,17,0.6865808823529411,0.061683682851332786,0.0646599428017455,0.061683682851332786,0.00019772520370630654,4.040502699320151e-05,4.893579299911753
subject_27,window12,12,60,1,stress,Task1,660.0,720.0,1.0,2101.328125,181.328125,3,1.0,3,0.8229166666666666,0.10699290929257363,0.1550736971974938,0.10699290929257363,2.6876476426692522e-05,1.070186342268861e-08,2511.3828653160285
subject_27,window13,13,60,1,stress,Task1,720.0,780.0,1.0,2101.328125,181.328125,4,1.0,4,0.76953125,0.03000447557761175,0.048580099234837575,0.03000447557761175,,,
subject_27,window14,14,60,0,normal,Rest2,780.0,840.0,1.0,2101.328125,181.328125,48,1.0,48,0.6692708333333334,0.060543374674805576,0.04190148812926348,0.060543374674805576,0.000594190896940728,0.0007372559485699125,0.8059492745949436
subject_27,window15,15,60,0,normal,Rest2,840.0,900.0,1.0,2101.328125,181.328125,86,1.0,86,0.698219476744186,0.04779033794795442,0.03868382632467537,0.04779033794795442,0.000675180727196791,0.0006876941360136339,0.9818038163166847
subject_27,window16,16,60,1,stress,Task2,900.0,960.0,1.0,2101.328125,181.328125,31,1.0,31,0.6622983870967742,0.048392346825397003,0.035858155162621884,0.048392346825397003,0.00019613153434834289,4.500685501561499e-05,4.357814699122959
subject_27,window17,17,60,1,stress,Task2,960.0,1020.0,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window18,18,60,1,stress,Task2,1020.0,1080.0,1.0,2101.328125,181.328125,2,1.0,2,0.6484375,0.0234375,0.046875,0.0234375,,,
subject_27,window19,19,60,1,stress,Task2,1080.0,1140.0,1.0,2101.328125,181.328125,3,1.0,3,0.6614583333333334,0.051559869461519095,0.06442352540027595,0.051559869461519095,1.238521195321374e-06,5.362335276692576e-09,230.96675821532722
subject_27,window20,20,60,1,stress,Task2,1140.0,1200.0,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window21,21,60,0,normal,Rest3,1200.0,1260.0,1.0,2101.328125,181.328125,4,1.0,4,0.6171875,0.0390625,0.039322054350368486,0.0390625,1.2661840058771157e-06,1.9332857973756057e-09,654.9388650120605
subject_27,window22,22,60,0,normal,Rest3,1260.0,1320.0,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window23,23,60,1,stress,Task3,1320.0,1380.0,1.0,2101.328125,181.328125,16,1.0,12,0.5872395833333334,0.06232342679049124,0.03969655855818784,0.06232342679049124,1.2617102371028869e-06,2.0316567728614774e-07,6.210252902737292
subject_27,window24,24,60,1,stress,Task3,1380.0,1440.0,1.0,2101.328125,181.328125,1,,0,,,,,,,
subject_27,window25,25,60,1,stress,Task3,1440.0,1500.0,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window26,26,60,0,normal,Rest4,1500.0,1560.0,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window27,27,60,0,normal,Rest4,1560.0,1620.0,1.0,2101.328125,181.328125,1,,0,,,,,,,
subject_27,window28,28,60,1,stress,Task4,1620.0,1680.0,1.0,2101.328125,181.328125,2,1.0,2,0.6484375,0.0078125,0.015625,0.0078125,2.5796812842445544e-06,2.011694012378984e-09,1282.3427759741064
subject_27,window29,29,60,1,stress,Task4,1680.0,1740.0,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window30,30,60,1,stress,Task4,1740.0,1800.0,1.0,2101.328125,181.328125,1,,0,,,,,,,
subject_27,window31,31,60,0,normal,Rest5,1801.328125,1861.328125,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window32,32,60,0,normal,Rest5,1861.328125,1921.328125,1.0,2101.328125,181.328125,5,1.0,5,0.434375,0.06945659615904021,0.09177609472242758,0.06945659615904021,3.551698836713362e-06,6.441853888530651e-09,551.3473137037394
subject_27,window33,33,60,1,stress,Task5,1921.328125,1981.328125,1.0,2101.328125,181.328125,7,1.0,5,0.465625,0.05879652413195868,0.12426541969208489,0.05879652413195868,0.0,1.948021912031511e-05,0.0
subject_27,window34,34,60,0,normal,Rest6,1981.328125,2041.328125,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_27,window35,35,60,0,normal,Rest6,2041.328125,2101.328125,1.0,2101.328125,181.328125,0,,0,,,,,,,
subject_28,window1,1,60,0,normal,Rest1,0.0,60.0,1.0,2500.59375,580.59375,44,1.0,43,0.7234738372093024,0.07215841522776677,0.03443582281370873,0.07215841522776677,0.00035993330731896167,6.066838400612099e-05,5.932798659721134
subject_28,window2,2,60,0,normal,Rest1,60.0,120.0,1.0,2500.59375,580.59375,78,1.0,78,0.6955128205128205,0.03922191746961672,0.03636157537787711,0.03922191746961672,0.0017123894745709502,0.00018447228375173931,9.282638235646631
subject_28,window3,3,60,0,normal,Rest1,120.0,180.0,1.0,2500.59375,580.59375,59,1.0,59,0.7203389830508474,0.05417968794902708,0.04560048940110939,0.05417968794902708,0.0005483805399501008,0.00020737208165900702,2.644428003822772
subject_28,window4,4,60,1,stress,Task1,180.0,240.0,1.0,2500.59375,580.59375,21,1.0,21,0.7291666666666666,0.03867616493561615,0.04363825013677794,0.03867616493561615,7.336729363323313e-05,4.251757346097789e-06,17.255757481213912
subject_28,window5,5,60,1,stress,Task1,240.0,300.0,1.0,2500.59375,580.59375,4,1.0,4,0.76171875,0.02789620479899551,0.042312700024145625,0.02789620479899551,1.2212497341484059e-05,4.444057152639467e-09,2748.0513688332444
subject_28,window6,6,60,1,stress,Task1,300.0,360.0,1.0,2500.59375,580.59375,18,1.0,18,0.7699652777777778,0.03486299588198473,0.04718037782246543,0.03486299588198473,3.130953336061602e-06,2.6038203265033165e-06,1.2024459998997608
subject_28,window7,7,60,1,stress,Task1,360.0,420.0,1.0,2500.59375,580.59375,7,1.0,7,0.7589285714285714,0.0164028330989945,0.020171788261496962,0.0164028330989945,,0.0,
subject_28,window8,8,60,1,stress,Task1,420.0,480.0,1.0,2500.59375,580.59375,4,1.0,4,0.6640625,0.09407495764681481,0.10004881620988826,0.09407495764681481,1.674811860969324e-05,2.7740001250025927e-07,60.375334733186385
subject_28,window9,9,60,1,stress,Task1,480.0,540.0,1.0,2500.59375,580.59375,4,1.0,4,0.69921875,0.0067658234670659265,0.01275775907699572,0.0067658234670659265,,,
subject_28,window10,10,60,1,stress,Task1,540.0,600.0,1.0,2500.59375,580.59375,1,,0,,,,,,,
subject_28,window11,11,60,1,stress,Task1,600.0,660.0,1.0,2500.59375,580.59375,0,,0,,,,,,,
subject_28,window12,12,60,1,stress,Task1,660.0,720.0,1.0,2500.59375,580.59375,2,1.0,2,0.6796875,0.0390625,0.078125,0.0390625,3.2495392146004923e-06,1.5134791045739504e-08,214.70657934952123
subject_28,window13,13,60,1,stress,Task1,720.0,780.0,1.0,2500.59375,580.59375,7,1.0,7,0.7053571428571429,0.03172471072221405,0.029919597117385566,0.03172471072221405,,0.0,
subject_28,window14,14,60,0,normal,Rest2,780.0,840.0,1.0,2500.59375,580.59375,41,1.0,41,0.7221798780487805,0.04317349296150733,0.028059820306356204,0.04317349296150733,0.00010033759228835058,7.213530014622194e-05,1.3909638150109747
subject_28,window15,15,60,0,normal,Rest2,840.0,900.0,1.0,2500.59375,580.59375,76,1.0,76,0.7360197368421053,0.048991352001995,0.036129469158384636,0.048991352001995,0.0012172097550565662,0.0004322297810150726,2.816117279559041
subject_28,window16,16,60,1,stress,Task2,900.0,960.0,1.0,2500.59375,580.59375,21,1.0,21,0.7276785714285714,0.042194782377255435,0.03369352914507473,0.042194782377255435,7.080853992005896e-05,4.551091791936012e-06,15.55858311746715
subject_28,window17,17,60,1,stress,Task2,960.0,1020.0,1.0,2500.59375,580.59375,11,1.0,10,0.66875,0.041221581119602876,0.04101045767714485,0.041221581119602876,0.0,3.224314883311272e-05,0.0
subject_28,window18,18,60,1,stress,Task2,1020.0,1080.0,1.0,2500.59375,580.59375,13,1.0,13,0.7019230769230769,0.06528113275961668,0.07245014449606019,0.06528113275961668,0.0002536543612932709,2.991630603715492e-05,8.478799520844644
subject_28,window19,19,60,1,stress,Task2,1080.0,1140.0,1.0,2500.59375,580.59375,0,,0,,,,,,,
subject_28,window20,20,60,1,stress,Task2,1140.0,1200.0,1.0,2500.59375,580.59375,0,,0,,,,,,,
subject_28,window21,21,60,0,normal,Rest3,1200.0,1260.0,1.0,2500.59375,580.59375,24,1.0,24,0.697265625,0.04998626520339737,0.055194659230841304,0.04998626520339737,0.0003780739115767977,0.0003612331726121289,1.046620134144633
subject_28,window22,22,60,0,normal,Rest3,1260.0,1320.0,1.0,2500.59375,580.59375,65,1.0,65,0.7891826923076923,0.055097915799454576,0.039499508625306025,0.055097915799454576,0.0015911369647629812,0.0002800994672903935,5.680614033847368
subject_28,window23,23,60,1,stress,Task3,1320.0,1380.0,1.0,2500.59375,580.59375,41,1.0,41,0.6894054878048781,0.05797194167623908,0.05140838711363156,0.05797194167623908,0.0006759396830277199,0.00015233370237386737,4.437230058052317
subject_28,window24,24,60,1,stress,Task3,1380.0,1440.0,1.0,2500.59375,580.59375,18,1.0,18,0.6388888888888888,0.04130339324086916,0.044999234062109,0.04130339324086916,0.00022802140488644289,3.864261501896303e-05,5.9007757310043925
subject_28,window25,25,60,1,stress,Task3,1440.0,1500.0,1.0,2500.59375,580.59375,1,,0,,,,,,,
subject_28,window26,26,60,0,normal,Rest4,1500.0,1560.0,1.0,2500.59375,580.59375,33,1.0,33,0.6979166666666666,0.05448985750309016,0.047841596538733946,0.05448985750309016,0.0011584920161007647,0.00013926480681013888,8.318627244283968
subject_28,window27,27,60,0,normal,Rest4,1560.0,1620.0,1.0,2500.59375,580.59375,47,1.0,47,0.6492686170212766,0.05343196968846926,0.036643873123620545,0.05343196968846926,0.0005393288983605489,0.00015268931292467886,3.532198082694878
subject_28,window28,28,60,1,stress,Task4,1620.0,1680.0,1.0,2500.59375,580.59375,48,1.0,45,0.7104166666666667,0.11810864819215304,0.03997513431667696,0.11810864819215304,0.0002926532092241306,0.00015774726998843926,1.855203004436008
subject_28,window29,29,60,1,stress,Task4,1680.0,1740.0,1.0,2500.59375,580.59375,91,1.0,91,0.6428571428571429,0.06265311895160693,0.03223280926409542,0.06265311895160693,0.00041041087706778,0.0001127135830975305,3.6411838377336787
subject_28,window30,30,60,1,stress,Task4,1740.0,1800.0,1.0,2500.59375,580.59375,91,1.0,91,0.6634615384615384,0.04073893655986544,0.026041666666666668,0.04073893655986544,0.0008521426779604051,0.00034643212194147843,2.4597680872801817
subject_28,window31,31,60,1,stress,Task4,1800.0,1860.0,1.0,2500.59375,580.59375,89,1.0,89,0.6692415730337079,0.045613644491727466,0.030027582608820602,0.045613644491727466,0.000899160245995841,0.00016686631406738416,5.388506667875105
subject_28,window32,32,60,1,stress,Task4,1860.0,1920.0,1.0,2500.59375,580.59375,88,1.0,88,0.6457741477272727,0.046680562106030755,0.03196031797850823,0.046680562106030755,0.0009286148749406695,0.00014064052575006304,6.602754575810829
subject_28,window33,33,60,1,stress,Task4,1920.0,1980.0,1.0,2500.59375,580.59375,88,1.0,88,0.6427556818181818,0.0520989344746969,0.0315182452633829,0.0520989344746969,0.0015877078119037435,0.00020211738098877314,7.855374951607624
subject_28,window34,34,60,1,stress,Task4,1980.0,2040.0,1.0,2500.59375,580.59375,74,1.0,74,0.6775760135135135,0.0500457932931196,0.025602750949153562,0.0500457932931196,0.0012526117419767965,0.00014083262841672862,8.894329077422848
subject_28,window35,35,60,1,stress,Task4,2040.0,2100.0,1.0,2500.59375,580.59375,93,1.0,93,0.6473454301075269,0.046700945304009915,0.029904811054156197,0.046700945304009915,0.001407547012707556,0.0001892595078090059,7.437127090745705
subject_28,window36,36,60,1,stress,Task4,2100.0,2160.0,1.0,2500.59375,580.59375,90,1.0,90,0.6670138888888889,0.05365566477693032,0.028350376634836416,0.05365566477693032,0.0020518883436552184,0.00014778650749142536,13.88413853527373
subject_28,window37,37,60,0,normal,Rest5,2200.59375,2260.59375,1.0,2500.59375,580.59375,54,1.0,52,0.6811899038461539,0.0742588843525084,0.034106572270734326,0.0742588843525084,0.0009542748896851925,0.00013077889638687208,7.29685687866827
subject_28,window38,38,60,0,normal,Rest5,2260.59375,2320.59375,1.0,2500.59375,580.59375,76,1.0,76,0.7158717105263158,0.03748547950059982,0.03145764348029479,0.03748547950059982,0.0004901171240741281,0.00023663849719759202,2.0711639478714345
subject_28,window39,39,60,1,stress,Task5,2320.59375,2380.59375,1.0,2500.59375,580.59375,58,1.0,58,0.5910560344827587,0.048563165255361,0.03069685894554697,0.048563165255361,0.0005906496363874134,6.592732045164784e-05,8.959102726169577
subject_28,window40,40,60,0,normal,Rest6,2380.59375,2440.59375,1.0,2500.59375,580.59375,82,1.0,82,0.6878810975609756,0.06696047905669938,0.048950945068998906,0.06696047905669938,0.0015977959255075336,0.0004692857541717836,3.404739886739999
subject_28,window41,41,60,0,normal,Rest6,2440.59375,2500.59375,1.0,2500.59375,580.59375,49,1.0,49,0.7104591836734694,0.04736163647444726,0.03322226776607571,0.04736163647444726,0.0009392947925423386,0.00010851211888252368,8.65612801791502
subject_29,window1,1,60,0,normal,Rest1,0.0,60.0,1.0,2330.953125,410.953125,24,1.0,24,0.8326822916666666,0.07293700888122524,0.07764800033820407,0.07293700888122524,0.003730180039255587,0.00018238029958508794,20.45275749487024
subject_29,window2,2,60,0,normal,Rest1,60.0,120.0,1.0,2330.953125,410.953125,23,1.0,23,0.8709239130434783,0.06253691017861444,0.0640780884581816,0.06253691017861444,0.0010284655112131368,0.00023354686822190705,4.403679308754119
subject_29,window3,3,60,0,normal,Rest1,120.0,180.0,1.0,2330.953125,410.953125,52,1.0,52,0.8948317307692307,0.06665256810134504,0.05751405145871814,0.06665256810134504,0.002392227140912109,0.0004851097711524777,4.9313109798404655
subject_29,window4,4,60,1,stress,Task1,180.0,240.0,1.0,2330.953125,410.953125,19,1.0,19,0.8495065789473685,0.06936227922355113,0.07074519639169857,0.06936227922355113,0.00034999625765158804,0.00043431665031224656,0.8058550308857894
subject_29,window5,5,60,1,stress,Task1,240.0,300.0,1.0,2330.953125,410.953125,6,1.0,6,0.890625,0.02209708691207961,0.036309218870694535,0.02209708691207961,4.447944491291297e-06,3.437898076622998e-08,129.37976612908938
subject_29,window6,6,60,1,stress,Task1,300.0,360.0,1.0,2330.953125,410.953125,6,1.0,6,0.8619791666666666,0.11246261917546449,0.08267972847076846,0.11246261917546449,,0.0,
subject_29,window7,7,60,1,stress,Task1,360.0,420.0,1.0,2330.953125,410.953125,0,,0,,,,,,,
subject_29,window8,8,60,1,stress,Task1,420.0,480.0,1.0,2330.953125,410.953125,2,1.0,2,0.7578125,0.0078125,0.015625,0.0078125,,,
subject_29,window9,9,60,1,stress,Task1,480.0,540.0,1.0,2330.953125,410.953125,0,,0,,,,,,,
subject_29,window10,10,60,1,stress,Task1,540.0,600.0,1.0,2330.953125,410.953125,3,1.0,3,0.9375,0.03375385780420761,0.04555431167847891,0.03375385780420761,,,
subject_29,window11,11,60,1,stress,Task1,600.0,660.0,1.0,2330.953125,410.953125,0,,0,,,,,,,
subject_29,window12,12,60,1,stress,Task1,660.0,720.0,1.0,2330.953125,410.953125,0,,0,,,,,,,
